NM_001001398.2 fgf6a
XM_005171199.5 cc2d1b
XM_005171200.5 tmem275a
XM_005171202.4 sap130b
XM_005171203.5 stk25b
XM_005171206.5 csnk1g2a
XM_005171207.5 csnk1g2a
XM_005171209.5 mfsd12a
XM_005171212.5 mllt1b
XM_005171213.5 mllt1b
XM_005171217.5 kif1ab
XM_005171218.5 LOC100007738
XM_005171225.5 nr2f6a
XM_005171230.5 gorasp1a
XM_005171234.5 col15a1b
XM_005171235.5 col15a1b
XM_005171236.5 kcnn1a
XM_005171241.4 si:rp71-39b20.4
XM_005171245.5 map4l
XM_005171247.5 map4l
XM_005171249.5 slc12a7a
XM_005171250.5 slc12a7a
XM_005171251.5 slc12a7a
XM_005171252.5 slc12a7a
XM_005171258.5 mbl2
XM_005171260.5 insra
XM_005171262.5 pak2a
XM_005171263.5 pak2a
XM_005171264.5 tnn
XM_005171265.4 tnn
XM_005171267.5 elavl1a
XM_005171273.5 ing5b
XM_005171275.2 acin1a
XM_005171276.2 acin1a
XM_005171279.5 tnr
XM_005171284.5 arhgef18a
XM_005171289.5 golim4b
XM_005171293.5 spsb4a
XM_005171301.4 apol1
XM_005171302.4 apol1
XM_005171303.4 apol1
XM_005171306.5 diras1b
XM_005171307.5 diras1b
XM_005171308.5 smg7
XM_005171310.5 mmp14b
XM_005171315.5 epha4a
XM_005171316.5 epha4a
XM_005171317.5 epha4a
XM_005171318.5 epha4a
XM_005171321.5 rasal2
XM_005171322.5 rasal2
XM_005171324.5 rasal2
XM_005171325.4 rasal2
XM_005171326.5 nrd1a
XM_005171327.5 map1sb
XM_005171330.5 phc3
XM_005171334.5 myo9b
XM_005171335.4 myo9b
XM_005171340.5 si:ch211-284o19.8
XM_005171348.5 ccl20l
XM_005171349.5 xcl32a.1
XM_005171351.5 dynlt4
XM_005171361.5 kirrel1b
XM_005171365.5 slc39a6
XM_005171366.5 gpsm2
XM_005171368.5 gpsm2
XM_005171374.5 dnaaf11
XM_005171375.5 gbp1
XM_005171381.5 ncapd2
XM_005171385.5 arhgap12a
XM_005171386.5 arhgap12a
XM_005171388.5 arhgap12a
XM_005171390.5 itgb1b.1
XM_005171392.5 cspp1b
XM_005171393.5 vcpip1
XM_005171397.5 esyt2a
XM_005171399.5 esyt2a
XM_005171400.5 dip2cb
XM_005171401.5 myo10
XM_005171403.5 crema
XM_005171404.5 crema
XM_005171407.5 LOC100150565
XM_005171408.5 kif5ba
XM_005171409.5 zeb1a
XM_005171416.5 pask
XM_005171418.5 LOC101885494
XM_005171419.5 yeats2
XM_005171420.5 map6d1
XM_005171430.5 gpc5c
XM_005171431.5 gpc5c
XM_005171433.5 LOC103908645
XM_005171443.4 xcr1b.2
XM_005171444.5 fyco1b
XM_005171457.4 mtcl1
XM_005171463.5 pip5k1cb
XM_005171464.5 pip5k1cb
XM_005171466.5 arhgap45a
XM_005171474.3 si:dkeyp-68b7.7
XM_005171479.5 LOC101882640
XM_005171499.5 zgc:172051
XM_005171506.5 fam234b
XM_005171508.5 mhc1zja
XM_005171510.5 si:ch1073-464p5.2
XM_005171530.5 LOC101882750
XM_005171533.5 irgf4
XM_005171534.5 LOC108179091
XM_005171535.5 LOC100005990
XM_005171536.5 tcf20
XM_005171548.5 prcd
XM_005171550.5 csf2rb
XM_005171551.5 ntn1b
XM_005171552.5 ntn1b
XM_005171553.5 eve1
XM_005171554.4 hoxb3a
XM_005171562.5 hoxb3a
XM_005171563.5 hoxb8a
XM_005171566.5 cdc27
XM_005171574.5 grb2b
XM_005171575.5 grb2b
XM_005171578.5 syngr1a
XM_005171586.4 mief1
XM_005171592.5 il2rb
XM_005171594.5 LOC100535691
XM_005171596.5 kansl1b
XM_005171602.5 arhgap27l
XM_005171611.5 pdgfbb
XM_005171612.5 pdgfbb
XM_005171622.5 LOC571582
XM_005171627.5 bptf
XM_005171636.5 LOC100332207
XM_005171642.4 cant1a
XM_005171651.5 myadml2
XM_005171653.3 LOC101883902
XM_005171654.5 mgat5b
XM_005171661.5 rai1
XM_005171662.5 LOC100535615
XM_005171667.4 nap1l1
XM_005171685.5 si:ch211-238e22.4
XM_005171700.5 LOC100005923
XM_005171718.5 LOC795227
XM_005171719.5 LOC101884896
XM_005171722.5 LOC100333801
XM_005171726.5 rabepk
XM_005171732.5 rpain
XM_005171736.5 pbx3a
XM_005171737.5 pbx3a
XM_005171738.5 rabl6a
XM_005171743.5 tnksb
XM_005171744.5 tnksb
XM_005171745.5 tnksb
XM_005171765.5 LOC101886876
XM_005171766.5 slc39a14
XM_005171768.5 carnmt1
XM_005171769.5 si:ch211-214j8.12
XM_005171775.3 ar
XM_005171776.3 grin1b
XM_005171777.3 grin1b
XM_005171778.5 ehmt1a
XM_005171779.5 ehmt1a
XM_005171783.5 arrdc1a
XM_005171786.5 myhz2
XM_005171791.5 hexb
XM_005171793.5 myhc4
XM_005171795.5 tsc1a
XM_005171796.5 tsc1a
XM_005171797.5 tsc1a
XM_005171798.5 hdr
XM_005171800.5 erap1b
XM_005171804.5 surf6
XM_005171808.5 sh3glb2b
XM_005171809.5 sh3glb2b
XM_005171816.5 hmbsa
XM_005171817.5 araf
XM_005171818.5 araf
XM_005171819.5 dab2
XM_005171824.5 ntmt1
XM_005171826.5 zfand5a
XM_005171828.5 usf1l
XM_005171830.2 yipf6
XM_005171831.3 med22
XM_005171838.5 tango2
XM_005171840.5 tango2
XM_005171844.5 oclnb
XM_005171845.5 zgc:113436
XM_005171846.3 dpp7
XM_005171848.5 camkk1a
XM_005171850.5 camkk1a
XM_005171851.5 ptcd2
XM_005171855.5 fam219ab
XM_005171856.5 fam219ab
XM_005171876.5 ppp3cca
XM_005171880.5 dab2ipb
XM_005171881.5 dab2ipb
XM_005171883.5 dab2ipb
XM_005171884.5 dab2ipb
XM_005171885.5 stard8
XM_005171886.4 stard8
XM_005171887.5 garnl3
XM_005171890.4 kank1b
XM_005171892.5 lrsam1
XM_005171893.5 lrsam1
XM_005171895.5 ankrd34bb
XM_005171900.5 cemip2
XM_005171902.5 fibcd1b
XM_005171903.5 fibcd1b
XM_005171904.5 si:ch211-102c2.4
XM_005171905.5 ankfy1
XM_005171907.5 slc25a25b
XM_005171909.5 zbtb44
XM_005171910.5 zbtb44
XM_005171911.5 zbtb44
XM_005171922.5 kyat1
XM_005171923.5 kyat1
XM_005171924.5 myhz1.2
XM_005171928.5 trpm3
XM_005171929.5 trpm3
XM_005171931.5 trpm3
XM_005171946.5 traf2a
XM_005171947.5 npdc1b
XM_005171948.5 whrnb
XM_005171951.5 LOC100534861
XM_005171952.5 si:ch211-215c18.3
XM_005171959.5 pkn3
XM_005171960.5 coro1cb
XM_005171978.5 tmem174
XM_005171991.5 LOC101882464
XM_005171993.5 pou2f3
XM_005171994.5 pou2f3
XM_005171995.4 rasa4
XM_005172016.5 vps37d
XM_005172017.5 clip2
XM_005172018.5 gtf2ird1
XM_005172019.5 gtf2ird1
XM_005172020.5 gtf2ird1
XM_005172024.5 tlcd3a
XM_005172025.5 LOC101885857
XM_005172026.5 LOC101885857
XM_005172030.5 lcn15
XM_005172035.5 kif1ca
XM_005172037.5 znf618
XM_005172038.5 znf618
XM_005172040.5 nacc2
XM_005172042.5 prrc2b
XM_005172046.5 prrc2b
XM_005172047.5 abl1
XM_005172048.5 abl1
XM_005172055.5 atf4a
XM_005172056.5 LOC101886216
XM_005172060.5 LOC101886547
XM_005172065.5 uts2r4
XM_005172067.5 LOC100538256
XM_005172073.5 ssb
XM_005172076.5 phospho2
XM_005172083.5 trim25l
XM_005172084.5 trim25l
XM_005172086.5 trak2
XM_005172089.5 trak2
XM_005172090.5 sp5b
XM_005172095.5 slc16a1a
XM_005172096.5 slc16a1a
XM_005172097.5 padi2
XM_005172098.5 padi2
XM_005172100.5 phc2b
XM_005172103.5 raly
XM_005172104.5 raly
XM_005172105.5 slc25a55a
XM_005172109.4 slc25a55a
XM_005172113.5 asip1
XM_005172116.5 LOC101883319
XM_005172117.5 stx16
XM_005172119.5 stx16
XM_005172121.5 si:dkey-249d8.1
XM_005172123.5 si:dkey-249d8.1
XM_005172124.5 gnas
XM_005172127.5 arhgap9
XM_005172136.5 LOC101886393
XM_005172143.4 LOC101886933
XM_005172146.3 LOC101882290
XM_005172148.5 si:ch73-223f5.1
XM_005172149.5 si:ch73-223f5.1
XM_005172150.5 si:cabz01074944.1
XM_005172152.5 si:dkey-23a13.2
XM_005172169.5 LOC101885783
XM_005172183.5 LOC101887011
XM_005172187.5 mta2
XM_005172188.5 mta2
XM_005172201.5 eml3
XM_005172208.5 tmem88b
XM_005172209.5 wrap53
XM_005172211.5 mus81
XM_005172217.5 zgc:194312
XM_005172218.5 sstr1b
XM_005172234.5 ntn5
XM_005172235.5 chd3
XM_005172238.5 si:dkey-111f13.5
XM_005172239.5 kdm6ba
XM_005172240.5 kdm6ba
XM_005172242.5 si:dkey-85k7.12
XM_005172247.5 tnfsf10l
XM_005172252.5 cd99l2
XM_005172253.5 cd99l2
XM_005172254.5 krcp
XM_005172256.5 her8a
XM_005172263.5 rcor2
XM_005172264.4 rcor2
XM_005172265.5 rcor2
XM_005172267.5 calca
XM_005172273.5 tspan18a
XM_005172274.5 caprin1a
XM_005172275.5 caprin1a
XM_005172277.1 fam113
XM_005172284.5 zgc:109889
XM_005172286.5 mtmr1a
XM_005172289.2 rbm4.2
XM_005172291.5 dysf
XM_005172293.5 dysf
XM_005172298.5 tnk1
XM_005172305.5 badb
XM_005172309.5 si:dkey-165a24.9
XM_005172314.5 LOC101882837
XM_005172316.5 si:dkey-172j4.3
XM_005172317.5 si:dkey-172j4.3
XM_005172318.5 si:dkey-172j4.3
XM_005172319.5 gpr185b
XM_005172320.5 si:ch211-200p22.4
XM_005172323.5 si:dkey-183c6.9
XM_005172330.5 si:dkeyp-75h12.7
XM_005172332.5 gba2
XM_005172333.5 shroom4
XM_005172341.5 gal3st4
XM_005172360.3 nwd2
XM_005172361.5 adam19a
XM_005172366.5 LOC101885590
XM_005172372.5 LOC101886687
XM_005172373.5 aco1
XM_005172382.5 mrpl21
XM_005172391.5 si:cabz01083442.1
XM_005172399.5 LOC100329560
XM_005172403.4 LOC100330629
XM_005172421.5 rbpms
XM_005172431.5 mfsd14bb
XM_005172440.5 ctu1
XM_005172443.5 dhx37
XM_005172444.5 dhx37
XM_005172446.5 srrd
XM_005172450.5 pxnb
XM_005172451.5 pxnb
XM_005172457.5 zgc:63587
XM_005172464.3 rnf34a
XM_005172465.3 sult1st3
XM_005172467.4 nudt18
XM_005172468.5 ogdha
XM_005172469.5 ogdha
XM_005172470.5 ogdha
XM_005172471.5 LOC103908668
XM_005172477.5 si:dkey-75a21.2
XM_005172483.5 mfn2
XM_005172484.5 mfn2
XM_005172485.4 dpp9
XM_005172491.5 fgf17
XM_005172492.5 fgf17
XM_005172495.5 rnf122
XM_005172506.5 LOC101883674
XM_005172507.5 osbpl6
XM_005172508.5 prkra
XM_005172509.5 rbm45
XM_005172511.5 nfe2l2a
XM_005172513.5 hoxd12a
XM_005172519.5 gpr155a
XM_005172527.5 traf3ip1
XM_005172529.5 hdac4
XM_005172559.5 LOC101885992
XM_005172572.5 mpzl1l
XM_005172574.5 kcnj15
XM_005172575.5 kcnj6
XM_005172576.5 ttc3
XM_005172580.5 LOC101883852
XM_005172584.5 dact3a
XM_005172587.5 zmp:0000001301
XM_005172588.5 LOC556989
XM_005172596.5 pi4kaa
XM_005172598.5 naa25
XM_005172601.5 rph3aa
XM_005172602.5 rph3aa
XM_005172603.5 rph3aa
XM_005172615.5 nlgn2b
XM_005172621.5 kdm6bb
XM_005172623.5 kdm6bb
XM_005172625.5 per1a
XM_005172627.5 per1a
XM_005172629.5 si:ch73-111e15.1
XM_005172632.5 gigyf1b
XM_005172634.5 sparta
XM_005172635.5 alcama
XM_005172636.5 robo3
XM_005172637.5 robo3
XM_005172638.5 robo3
XM_005172641.5 tbl2
XM_005172645.4 rabgef1
XM_005172655.3 uvrag
XM_005172669.5 hhla2a.1
XM_005172670.5 hhla2a.1
XM_005172671.5 dclk1a
XM_005172672.5 zdhhc20a
XM_005172678.5 pora
XM_005172694.5 si:ch211-222e20.7
XM_005172695.5 si:ch211-222e20.7
XM_005172696.5 bbx
XM_005172697.5 bbx
XM_005172700.5 sytl2a
XM_005172703.5 sytl2a
XM_005172707.5 crtam
XM_005172710.5 robo4
XM_005172717.5 LOC100333185
XM_005172718.5 cux1a
XM_005172719.5 cux1a
XM_005172720.5 cux1a
XM_005172721.5 cux1a
XM_005172722.5 LOC101885935
XM_005172726.5 hunk
XM_005172729.5 stard13a
XM_005172730.5 stard13a
XM_005172732.4 supt20
XM_005172733.4 supt20
XM_005172734.4 supt20
XM_005172736.5 LOC101883602
XM_005172737.5 phldb2a
XM_005172739.5 phldb2a
XM_005172748.5 LOC570815
XM_005172750.5 mphosph9
XM_005172759.5 timp4.1
XM_005172766.5 fam217bb
XM_005172774.5 hoxc6b
XM_005172777.5 zgc:113184
XM_005172779.5 slc2a10
XM_005172780.5 znf740a
XM_005172782.5 znf740a
XM_005172783.5 znf740a
XM_005172784.5 znf740a
XM_005172785.5 znf740a
XM_005172786.5 znf740a
XM_005172789.5 znf740a
XM_005172790.5 znf740a
XM_005172798.5 znf740a
XM_005172804.5 nabp2
XM_005172805.5 nabp2
XM_005172823.5 tbl1xr1a
XM_005172827.3 samd13
XM_005172828.5 LOC110437708
XM_005172842.5 adgrl2a
XM_005172843.5 adgrl2a
XM_005172847.5 adgrl2a
XM_005172850.5 s100p
XM_005172858.5 tmcc1b
XM_005172859.5 tmcc1b
XM_005172860.5 tmcc1b
XM_005172861.5 tmcc1b
XM_005172865.5 LOC100334195
XM_005172867.5 ogfr1
XM_005172869.5 mdm4
XM_005172871.5 mdm4
XM_005172872.5 ikbke
XM_005172873.5 optc
XM_005172878.5 si:ch211-86h15.1
XM_005172879.5 si:ch211-86h15.1
XM_005172880.5 si:ch211-86h15.1
XM_005172881.5 si:ch211-86h15.1
XM_005172883.5 tfeb
XM_005172884.5 tfeb
XM_005172885.5 tfeb
XM_005172888.5 taf4a
XM_005172889.5 rassf5
XM_005172901.4 rrp9
XM_005172902.5 sort1a
XM_005172905.5 atxn7l2a
XM_005172906.4 atxn7l2a
XM_005172907.5 nfya
XM_005172909.5 sema3fb
XM_005172912.5 grm2b
XM_005172913.5 grm2b
XM_005172914.5 grm2b
XM_005172915.5 zbtb40
XM_005172919.5 ldlrad2
XM_005172931.5 acyp2
XM_005172933.5 slc29a1b
XM_005172934.5 LOC101887111
XM_005172936.5 LOC100332902
XM_005172940.5 shroom2b
XM_005172942.5 cfap410
XM_005172944.5 ero1b
XM_005172951.5 map2k4b
XM_005172956.5 LOC101885454
XM_005172958.5 LOC101885815
XM_005172959.5 LOC101886442
XM_005172963.4 dkk1b
XM_005172968.5 bnip3
XM_005172971.5 dpysl4
XM_005172976.5 exoc7
XM_005172977.5 exoc7
XM_005172978.5 exoc7
XM_005172979.5 exoc7
XM_005172980.5 exoc7
XM_005172981.5 exoc7
XM_005172982.5 exoc7
XM_005172987.5 dydc2
XM_005173012.4 LOC101884790
XM_005173013.5 LOC101884918
XM_005173015.5 LOC101885377
XM_005173016.5 LOC101885593
XM_005173023.5 ephx5
XM_005173026.5 LOC100149084
XM_005173028.5 LOC101882292
XM_005173032.5 arid4b
XM_005173033.5 arid4b
XM_005173035.5 herc4
XM_005173041.5 LOC101884899
XM_005173042.5 LOC100329773
XM_005173051.5 hs3st1
XM_005173052.5 LOC101882293
XM_005173056.5 spry1
XM_005173064.4 il21
XM_005173066.5 LOC101884818
XM_005173069.5 fbxw11a
XM_005173072.5 pigg
XM_005173076.5 casp3b
XM_005173080.5 abca1b
XM_005173082.5 tlx2
XM_005173083.5 aup1
XM_005173085.5 bscl2l
XM_005173086.5 bscl2l
XM_005173088.5 npm1b
XM_005173089.5 loxl3a
XM_005173094.5 ran
XM_005173100.5 ndfip1
XM_005173102.5 g3bp1
XM_005173103.4 gabrb2a
XM_005173107.5 stx3b
XM_005173108.5 stx3b
XM_005173110.4 stx3b
XM_005173112.5 gabra6a
XM_005173113.5 cpeb4a
XM_005173116.4 lygl1
XM_005173118.5 nudt22
XM_005173125.5 atp7a
XM_005173128.5 fam13b
XM_005173129.5 fam13b
XM_005173130.5 fam13b
XM_005173132.4 reep2
XM_005173133.3 ctbp1
XM_005173134.5 zgc:136929
XM_005173138.5 kdm3b
XM_005173139.5 kdm3b
XM_005173140.5 kdm3b
XM_005173141.5 kdm3b
XM_005173142.5 kdm3b
XM_005173143.5 kdm2ab
XM_005173146.5 tbc1d10c
XM_005173147.3 sowahab
XM_005173148.5 enox2
XM_005173149.5 enox2
XM_005173157.5 arhgef37
XM_005173158.5 arhgef37
XM_005173159.4 si:rp71-1d10.8
XM_005173160.5 slc26a2
XM_005173164.4 smad5
XM_005173170.5 nek12
XM_005173171.5 nek12
XM_005173172.5 lman2
XM_005173178.4 tmed9
XM_005173180.5 pld7
XM_005173181.4 arap3
XM_005173182.5 ahnak
XM_005173190.5 pcdh11
XM_005173191.5 pcdh11
XM_005173193.5 stag2b
XM_005173201.5 f9a
XM_005173206.4 pabir2
XM_005173207.4 pabir2
XM_005173208.5 fgf13a
XM_005173209.5 fgf13a
XM_005173211.5 fgf13a
XM_005173222.5 arhgef6
XM_005173224.5 gpr101
XM_005173226.5 mcf2a
XM_005173231.4 stard14
XM_005173239.4 septin6
XM_005173240.5 septin6
XM_005173242.5 septin6
XM_005173245.5 rab41
XM_005173246.5 rab41
XM_005173247.5 rab41
XM_005173251.5 zbtb33
XM_005173252.4 lnx2b
XM_005173253.5 lnx2b
XM_005173256.5 afap1l1a
XM_005173259.5 nkrf
XM_005173262.5 gria1a
XM_005173284.5 gdpd2
XM_005173285.5 gdpd2
XM_005173288.5 tmem255a
XM_005173289.5 si:ch73-335m24.2
XM_005173293.5 gabrp
XM_005173295.5 sh3tc2
XM_005173296.4 sh3tc2
XM_005173300.5 taf7
XM_005173306.5 fgfrl1b
XM_005173314.5 bcorl1
XM_005173315.5 bcorl1
XM_005173317.5 bcorl1
XM_005173321.5 ablim3
XM_005173344.4 LOC100002960
XM_005173347.5 porb
XM_005173352.5 taf15
XM_005173355.5 si:dkeyp-97b10.3
XM_005173364.5 cysltr2b
XM_005173365.5 rcbtb2
XM_005173366.5 LOC794117
XM_005173369.5 LOC558876
XM_005173378.5 numbl
XM_005173381.5 dpf1
XM_005173382.5 pnkp
XM_005173392.5 stim1a
XM_005173393.5 stim1a
XM_005173394.5 rhoga
XM_005173399.4 proser3
XM_005173403.5 si:dkey-42l23.2
XM_005173408.4 si:dkey-24p1.7
XM_005173419.5 nox4
XM_005173430.5 socs9
XM_005173433.3 map4k1
XM_005173447.5 tmem158
XM_005173448.5 hpxb
XM_005173451.5 csf3r
XM_005173452.5 cyb5r4
XM_005173456.5 LOC101882338
XM_005173458.5 LOC101882407
XM_005173463.5 cabz01093075.1
XM_005173464.4 si:cabz01093077.1
XM_005173468.3 trpv6
XM_005173471.5 tubb5
XM_005173477.5 usp5
XM_005173483.5 ncalda
XM_005173489.2 id4
XM_005173495.5 cxcr3.3
XM_005173496.5 cd4-1
XM_005173500.5 ecm1b
XM_005173512.5 cicb
XM_005173513.5 cicb
XM_005173518.5 ephb6
XM_005173523.5 deptor
XM_005173524.5 deptor
XM_005173525.4 LOC100333218
XM_005173526.5 LOC561000
XM_005173527.5 rnf144b
XM_005173529.5 zmp:0000000930
XM_005173542.5 slc9a1a
XM_005173544.4 ggctb
XM_005173555.5 osr2
XM_005173557.4 LOC101882151
XM_005173558.4 LOC101882272
XM_005173564.5 dlk1
XM_005173570.5 arhgap11a
XM_005173571.5 si:ch1073-209e23.1
XM_005173575.5 ankrd63
XM_005173583.5 ift43
XM_005173592.5 LOC101884250
XM_005173601.5 si:dkey-205h23.1
XM_005173607.4 dcun1d5
XM_005173609.5 lrch3
XM_005173610.5 lrch3
XM_005173611.5 lrch3
XM_005173612.5 fam168a
XM_005173614.5 fam168a
XM_005173616.5 fkbp4
XM_005173617.5 slc30a4
XM_005173625.5 LOC101884251
XM_005173638.5 onecut1
XM_005173641.5 fosb
XM_005173642.5 fosb
XM_005173643.5 ppp1r13l
XM_005173644.5 ppp1r13l
XM_005173645.5 b3gat1a
XM_005173647.5 b3gat1a
XM_005173648.5 sema6d
XM_005173649.5 sema6d
XM_005173650.5 sema6d
XM_005173655.5 atosa
XM_005173657.5 rasgrp4
XM_005173658.5 rasgrp4
XM_005173659.5 rasgrp4
XM_005173660.5 rasgrp4
XM_005173662.5 yap1
XM_005173670.5 capn12
XM_005173672.5 sipa1l3
XM_005173673.5 sipa1l3
XM_005173679.5 vaspb
XM_005173680.5 vaspb
XM_005173684.4 insyn1
XM_005173686.5 ubl7b
XM_005173691.5 ube2q1
XM_005173693.5 mob2b
XM_005173694.5 mob2b
XM_005173698.5 lgals4
XM_005173700.5 lgals4
XM_005173704.5 lgals4
XM_005173717.5 rnf139
XM_005173723.5 cfap20
XM_005173724.5 lrrc3b
XM_005173733.5 LOC101884591
XM_005173736.5 hycc1
XM_005173738.5 hycc1
XM_005173739.4 LOC101885382
XM_005173742.5 thrap3b
XM_005173744.5 meaf6
XM_005173745.5 fhl3b
XM_005173746.2 map7d1b
XM_005173747.2 map7d1b
XM_005173748.2 map7d1b
XM_005173753.5 btr26
XM_005173756.5 wipf2b
XM_005173759.5 si:ch73-347e22.8
XM_005173768.5 nfe2l3
XM_005173769.4 cbx3a
XM_005173770.5 ccn2b
XM_005173773.4 paqr7a
XM_005173776.5 kdf1b
XM_005173781.5 si:ch211-57n23.1
XM_005173782.5 si:ch211-57n23.1
XM_005173787.5 cdca8
XM_005173797.5 LOC101884755
XM_005173802.5 traf3ip2a
XM_005173812.4 tram2
XM_005173815.5 LOC562098
XM_005173819.5 hmbox1b
XM_005173822.5 fut8b
XM_005173830.5 LOC101884821
XM_005173833.5 ncoa7b
XM_005173837.4 LOC100331694
XM_005173840.5 LOC101886033
XM_005173843.5 gsdf
XM_005173849.5 LOC108179220
XM_005173857.5 brd10
XM_005173858.5 cunh18orf32
XM_005173859.4 cunh18orf32
XM_005173860.5 ermp1
XM_005173865.5 LOC101883970
XM_005173868.5 LOC100332187
XM_005173869.5 LOC101884756
XM_005173870.5 LOC101884756
XM_005173872.3 ndfip1l
XM_005173874.5 gabrb4
XM_005173877.4 cnot8
XM_005173878.5 prr7
XM_005173879.5 prr7
XM_005173883.5 nsd1b
XM_005173887.5 amot
XM_005173892.5 p4ha2
XM_005173893.5 p4ha2
XM_005173894.5 p4ha2
XM_005173897.4 sra1
XM_005173898.5 frmd7
XM_005173899.5 aff4
XM_005173900.5 aff4
XM_005173902.5 ccni2
XM_005173904.5 gpr185a
XM_005173916.5 fnip1
XM_005173917.5 fnip1
XM_005173918.5 LOC101885977
XM_005173929.5 LOC101882355
XM_005173942.5 kctd6a
XM_005173943.5 bcor
XM_005173944.5 sass6
XM_005173946.5 ptpn4b
XM_005173951.5 rassf1
XM_005173952.5 rassf1
XM_005173956.5 rpp14
XM_005173958.5 si:dkey-102c8.3
XM_005173961.5 rdh5
XM_005173962.5 pxk
XM_005173963.5 pxk
XM_005173968.5 atrip
XM_005173969.5 atrip
XM_005173970.5 bap1
XM_005173971.5 bap1
XM_005173974.5 nol8
XM_005173975.5 LOC101884653
XM_005173992.5 si:dkey-253d23.2
XM_005173997.5 si:ch73-286h23.3
XM_005174001.5 LOC100151570
XM_005174005.5 rad54l2
XM_005174006.5 rad54l2
XM_005174007.5 hyal2b
XM_005174009.4 LOC100148254
XM_005174029.5 c3b.1
XM_005174031.5 capn1b
XM_005174032.4 c3b.2
XM_005174040.4 rrbp1b
XM_005174041.5 rrbp1b
XM_005174054.5 srfa
XM_005174056.5 pfn2b
XM_005174059.4 rubcn
XM_005174081.4 LOC101885863
XM_005174087.5 cpeb2
XM_005174098.5 kcna2b
XM_005174099.5 LOC100330283
XM_005174101.5 kif3b
XM_005174102.5 plagl2
XM_005174112.5 syt2a
XM_005174115.5 LOC101884738
XM_005174116.5 LOC101885029
XM_005174119.5 rbbp8l
XM_005174121.5 hck
XM_005174125.5 LOC101885864
XM_005174126.5 tshz2
XM_005174127.5 atp9a
XM_005174130.5 src
XM_005174132.5 camk1gb
XM_005174134.5 vwa1
XM_005174146.4 LOC793148
XM_005174151.5 otud4
XM_005174153.3 LOC101884556
XM_005174154.5 gprin3a
XM_005174160.5 LOC100330797
XM_005174161.5 zmp:0000001174
XM_005174162.4 wu:fb74b10
XM_005174166.5 ftr92
XM_005174179.5 LOC101884296
XM_005174185.5 im:7140347
XM_005174189.5 rbbp8
XM_005174190.5 esco1
XM_005174194.5 ube2ib
XM_005174195.5 kctd5b
XM_005174200.5 LOC101882206
XM_005174204.5 zbtb14
XM_005174205.5 serpinb1l3
XM_005174209.4 LOC101885865
XM_005174210.5 prickle1a
XM_005174212.4 prtgb
XM_005174213.5 znf609a
XM_005174214.5 znf609a
XM_005174215.5 plex9.1
XM_005174216.3 si:ch211-284k5.2
XM_005174221.5 LOC101882451
XM_005174225.5 rxfp3.3b
XM_005174234.4 cstpp1
XM_005174236.5 morc2
XM_005174237.5 cd151
XM_005174250.5 parvb
XM_005174255.5 deaf1
XM_005174256.5 pnpla2
XM_005174259.5 appl2
XM_005174261.5 kcnc1b
XM_005174262.5 kcnc1b
XM_005174266.5 hmg20a
XM_005174270.5 lingo1a
XM_005174279.5 prdm11
XM_005174280.5 phf21ab
XM_005174282.5 phf21ab
XM_005174283.5 phf21ab
XM_005174288.5 dgkzb
XM_005174289.5 dgkzb
XM_005174290.5 dgkzb
XM_005174308.5 mpped2
XM_005174314.4 tead1a
XM_005174315.5 far1
XM_005174316.5 far1
XM_005174320.5 ciapin1
XM_005174321.5 ciapin1
XM_005174322.4 kdm7ab
XM_005174339.5 mical2b
XM_005174342.5 mical2b
XM_005174345.3 mical2b
XM_005174346.5 spon1b
XM_005174354.5 znf319b
XM_005174360.5 kiaa1549la
XM_005174361.5 rassf10a
XM_005174362.4 cecr2
XM_005174363.5 slc25a18
XM_005174365.5 dyrk4
XM_005174369.4 LOC100003291
XM_005174371.5 tpm1
XM_005174375.5 tpm1
XM_005174377.5 tpm1
XM_005174381.5 tpm1
XM_005174385.5 tpm1
XM_005174390.5 zgc:152938
XM_005174393.5 LOC101882607
XM_005174395.5 LOC101882721
XM_005174396.5 LOC101882787
XM_005174401.5 si:cabz01021430.2
XM_005174409.5 LOC101884800
XM_005174410.5 LOC100334495
XM_005174431.5 LOC101884949
XM_005174444.5 dgkq
XM_005174450.5 gabrb2b
XM_005174452.5 LOC100329818
XM_005174454.4 LOC101883748
XM_005174456.5 LOC101883977
XM_005174458.5 LOC101884560
XM_005174462.3 LOC101885031
XM_005174463.5 LOC101885086
XM_005174469.5 LOC101882358
XM_005174472.5 LOC101882847
XM_005174480.5 h1m
XM_005174484.5 LOC101884676
XM_005174493.3 rasal1
XM_005174511.5 LOC101883913
XM_005174514.5 LOC101884482
XM_005174517.5 LOC101885149
XM_005174521.5 LOC101883062
XM_005174531.5 LOC101885192
XM_005174532.3 znf341
XM_005174533.5 e2f1
XM_005174538.4 LOC101882012
XM_005174539.5 nherf1b
XM_005174541.5 LOC100535210
XM_005174542.3 LOC101882343
XM_005174554.5 LOC100330167
XM_005174561.5 LOC101882453
XM_005174576.5 LOC101886340
XM_005174587.4 slc37a3
XM_005174588.4 slc37a3
XM_005174590.5 LOC101885703
XM_005174591.5 LOC101885765
XM_005174597.2 LOC101886985
XM_005174599.5 LOC101882118
XM_005174600.5 LOC101882230
XM_005174607.5 LOC101883087
XM_005174609.5 LOC101883201
XM_005174614.5 LOC101885127
XM_005174615.5 LOC101885127
XM_005174618.5 LOC101885599
